Valores Confirmados;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Fecha;CAPITAL;;CUPRUM;;HABITAT;;MODELO;;PLANVITAL;;PROVIDA;;UNO;
29-05-19;43.340,69;3,73366E+12;45.635,01;4,88226E+12;46.385,37;5,51214E+12;44.809,76;1,05833E+12;42.159,03;4,2139E+11;45.122,33;3,85524E+12;;
30-05-19;43.459,27;3,73934E+12;45.743,12;4,88903E+12;46.512,62;5,51688E+12;44.927,59;1,05993E+12;42.269,52;4,22298E+11;45.232,62;3,863E+12;;
31-05-19;43.563,84;3,73583E+12;45.844,44;4,88556E+12;46.599,36;5,51056E+12;45.009,28;1,06062E+12;42.359,99;4,22059E+11;45.328,77;3,8616E+12;;
01-06-19;43.563,84;3,73583E+12;45.844,44;4,88556E+12;46.599,36;5,51056E+12;45.009,28;1,06062E+12;42.359,99;4,22059E+11;45.328,77;3,8616E+12;;
02-06-19;43.563,84;3,73583E+12;45.844,44;4,88556E+12;46.599,36;5,51056E+12;45.009,28;1,06062E+12;42.359,99;4,22059E+11;45.328,77;3,8616E+12;;
03-06-19;43.598,72;3,74644E+12;45.898,32;4,88679E+12;46.644,73;5,52663E+12;45.090,56;1,06315E+12;42.403,67;4,24577E+11;45.374,78;3,86477E+12;;
04-06-19;43.533,27;3,73965E+12;45.827,05;4,87679E+12;46.578,37;5,51544E+12;45.005,11;1,06049E+12;42.343,47;4,23853E+11;45.314,03;3,85743E+12;;
05-06-19;43.442,07;3,72778E+12;45.721,05;4,86175E+12;46.483,81;5,4979E+12;44.928,82;1,05657E+12;42.257,91;4,22561E+11;45.216,94;3,84716E+12;;
06-06-19;43.281,88;3,71143E+12;45.562,72;4,84134E+12;46.323,73;5,47459E+12;44.763,88;1,05157E+12;42.105,69;4,20958E+11;45.047,50;3,83165E+12;;
07-06-19;43.243,28;3,70277E+12;45.530,82;4,83314E+12;46.279,49;5,46398E+12;44.733,65;1,04953E+12;42.067,52;4,20255E+11;45.014,31;3,82238E+12;;
08-06-19;43.243,28;3,70277E+12;45.530,82;4,83314E+12;46.279,49;5,46398E+12;44.733,65;1,04953E+12;42.067,52;4,20255E+11;45.014,31;3,82238E+12;;
09-06-19;43.243,28;3,70277E+12;45.530,82;4,83314E+12;46.279,49;5,46398E+12;44.733,65;1,04953E+12;42.067,52;4,20255E+11;45.014,31;3,82238E+12;;
10-06-19;43.428,86;3,78022E+12;45.726,23;4,92902E+12;46.484,64;5,64715E+12;44.921,56;1,10715E+12;42.246,02;4,27203E+11;45.211,62;3,86283E+12;;
11-06-19;44.004,48;3,86289E+12;46.291,62;5,0398E+12;47.035,04;5,81202E+12;45.450,49;1,16133E+12;42.793,59;4,35725E+11;45.814,91;3,93248E+12;;
12-06-19;44.166,37;3,88837E+12;46.459,05;5,06933E+12;47.250,10;5,85764E+12;45.641,15;1,17495E+12;42.964,02;4,38523E+11;45.995,44;3,95471E+12;;
13-06-19;44.063,84;3,88914E+12;46.347,04;5,06134E+12;47.135,90;5,86337E+12;45.542,10;1,17863E+12;42.858,31;4,38517E+11;45.887,70;3,95255E+12;;
14-06-19;44.146,88;3,90955E+12;46.436,69;5,07515E+12;47.227,43;5,88121E+12;45.641,47;1,18344E+12;42.943,64;4,3996E+11;45.976,73;3,96298E+12;;
15-06-19;44.146,88;3,90955E+12;46.436,69;5,07515E+12;47.227,43;5,88121E+12;45.641,47;1,18344E+12;42.943,64;4,3996E+11;45.976,73;3,96298E+12;;
16-06-19;44.146,88;3,90955E+12;46.436,69;5,07515E+12;47.227,43;5,88121E+12;45.641,47;1,18344E+12;42.943,64;4,3996E+11;45.976,73;3,96298E+12;;
17-06-19;44.046,83;3,90105E+12;46.328,69;5,04682E+12;47.113,40;5,86873E+12;45.528,29;1,18104E+12;42.847,13;4,40464E+11;45.873,62;3,94199E+12;;
18-06-19;44.043,73;3,90069E+12;46.314,44;5,04299E+12;47.103,26;5,8632E+12;45.506,02;1,18055E+12;42.816,77;4,40265E+11;45.856,61;3,93953E+12;;
19-06-19;44.317,82;3,92545E+12;46.598,74;5,07167E+12;47.389,91;5,89697E+12;45.787,40;1,18763E+12;43.082,66;4,43278E+11;46.138,40;3,96212E+12;;
20-06-19;44.458,52;3,9391E+12;46.736,63;5,08525E+12;47.529,69;5,91176E+12;45.929,05;1,19122E+12;43.216,86;4,44685E+11;46.264,74;3,97247E+12;;
21-06-19;44.415,53;3,93409E+12;46.712,92;5,08022E+12;47.493,22;5,90207E+12;45.917,00;1,19077E+12;43.184,22;4,44445E+11;46.229,34;3,96882E+12;;
22-06-19;44.415,53;3,93409E+12;46.712,92;5,08022E+12;47.493,22;5,90207E+12;45.917,00;1,19077E+12;43.184,22;4,44445E+11;46.229,34;3,96882E+12;;
23-06-19;44.415,53;3,93409E+12;46.712,92;5,08022E+12;47.493,22;5,90207E+12;45.917,00;1,19077E+12;43.184,22;4,44445E+11;46.229,34;3,96882E+12;;
24-06-19;44.347,68;3,9263E+12;46.649,74;5,0717E+12;47.420,17;5,89463E+12;45.852,63;1,18933E+12;43.123,68;4,43879E+11;46.159,56;3,96223E+12;;
25-06-19;44.308,41;3,92159E+12;46.615,93;5,06652E+12;47.385,85;5,89048E+12;45.807,22;1,18851E+12;43.088,80;4,43393E+11;46.109,45;3,95736E+12;;
26-06-19;43.966,73;3,89167E+12;46.249,54;5,02294E+12;47.019,31;5,84515E+12;45.464,01;1,1797E+12;42.754,13;4,40041E+11;45.762,18;3,92696E+12;;
27-06-19;44.070,37;3,90016E+12;46.350,53;5,03195E+12;47.120,33;5,85934E+12;45.564,13;1,18236E+12;42.853,01;4,41434E+11;45.868,22;3,93483E+12;;
28-06-19;44.182,14;3,90024E+12;46.454,15;5,0304E+12;47.243,71;5,86178E+12;45.668,27;1,18575E+12;42.954,62;4,41291E+11;45.984,97;3,93425E+12;;
29-06-19;44.182,14;3,90024E+12;46.454,15;5,0304E+12;47.243,71;5,86178E+12;45.668,27;1,18575E+12;42.954,62;4,41291E+11;45.984,97;3,93425E+12;;
30-06-19;44.182,14;3,90024E+12;46.454,15;5,0304E+12;47.243,71;5,86178E+12;45.668,27;1,18575E+12;42.954,62;4,41291E+11;45.984,97;3,93425E+12;;
01-07-19;44.294,02;3,89917E+12;46.564,08;5,02436E+12;47.350,43;5,85312E+12;45.785,04;1,1866E+12;43.050,87;4,42588E+11;46.093,39;3,93467E+12;;
02-07-19;44.505,06;3,8319E+12;46.788,01;4,94595E+12;47.572,25;5,67551E+12;46.009,38;1,13306E+12;43.272,26;4,37929E+11;46.319,68;3,92192E+12;;
03-07-19;44.627,98;3,8068E+12;46.925,68;4,91776E+12;47.727,26;5,59104E+12;46.131,03;1,09359E+12;43.392,97;4,36878E+11;46.460,37;3,91671E+12;;
04-07-19;44.670,94;3,79976E+12;46.980,99;4,91029E+12;47.794,98;5,5731E+12;46.194,75;1,08785E+12;43.448,11;4,36481E+11;46.513,08;3,91491E+12;;
05-07-19;44.643,67;3,79585E+12;46.955,54;4,90238E+12;47.767,70;5,57563E+12;46.167,22;1,08291E+12;43.423,30;4,35856E+11;46.492,89;3,91204E+12;;
06-07-19;44.643,67;3,79585E+12;46.955,54;4,90238E+12;47.767,70;5,57563E+12;46.167,22;1,08291E+12;43.423,30;4,35856E+11;46.492,89;3,91204E+12;;
07-07-19;44.643,67;3,79585E+12;46.955,54;4,90238E+12;47.767,70;5,57563E+12;46.167,22;1,08291E+12;43.423,30;4,35856E+11;46.492,89;3,91204E+12;;
08-07-19;44.821,15;3,81487E+12;47.136,25;4,92042E+12;47.944,73;5,59668E+12;46.337,41;1,08721E+12;43.594,50;4,37523E+11;46.676,54;3,92781E+12;;
09-07-19;44.753,89;3,81217E+12;47.084,22;4,91534E+12;47.871,78;5,59009E+12;46.280,91;1,08594E+12;43.532,78;4,37118E+11;46.615,74;3,92254E+12;;
10-07-19;44.780,27;3,81528E+12;47.114,96;4,91867E+12;47.903,74;5,59601E+12;46.311,34;1,08733E+12;43.559,34;4,37514E+11;46.646,13;3,92638E+12;;
11-07-19;44.812,48;3,81998E+12;47.137,74;4,92315E+12;47.947,36;5,60106E+12;46.345,37;1,08934E+12;43.595,32;4,38083E+11;46.686,64;3,93091E+12;;
12-07-19;44.805,66;3,82381E+12;47.128,63;4,92465E+12;47.942,07;5,60087E+12;46.333,81;1,0905E+12;43.590,65;4,38491E+11;46.679,05;3,93295E+12;;
13-07-19;44.805,66;3,82381E+12;47.128,63;4,92465E+12;47.942,07;5,60087E+12;46.333,81;1,0905E+12;43.590,65;4,38491E+11;46.679,05;3,93295E+12;;
14-07-19;44.805,66;3,82381E+12;47.128,63;4,92465E+12;47.942,07;5,60087E+12;46.333,81;1,0905E+12;43.590,65;4,38491E+11;46.679,05;3,93295E+12;;
15-07-19;44.694,43;3,81118E+12;47.006,91;4,89683E+12;47.829,80;5,58829E+12;46.224,78;1,08676E+12;43.480,69;4,36827E+11;46.558,61;3,92106E+12;;
16-07-19;44.694,43;3,81118E+12;47.006,91;4,89683E+12;47.829,80;5,58829E+12;46.224,78;1,08676E+12;43.480,69;4,36827E+11;46.558,61;3,92106E+12;;
17-07-19;44.648,69;3,81295E+12;46.963,92;4,89518E+12;47.784,40;5,58869E+12;46.172,46;1,08708E+12;43.443,08;4,36965E+11;46.511,69;3,92047E+12;;
18-07-19;44.622,81;3,81417E+12;46.944,79;4,89601E+12;47.760,03;5,58902E+12;46.148,47;1,08755E+12;43.422,44;4,37214E+11;46.499,49;3,92092E+12;;
19-07-19;44.679,45;3,82307E+12;46.991,22;4,90233E+12;47.811,96;5,59653E+12;46.184,79;1,088E+12;43.466,56;4,37616E+11;46.542,76;3,9244E+12;;
20-07-19;44.679,45;3,82307E+12;46.991,22;4,90233E+12;47.811,96;5,59653E+12;46.184,79;1,088E+12;43.466,56;4,37616E+11;46.542,76;3,9244E+12;;
21-07-19;44.679,45;3,82307E+12;46.991,22;4,90233E+12;47.811,96;5,59653E+12;46.184,79;1,088E+12;43.466,56;4,37616E+11;46.542,76;3,9244E+12;;
22-07-19;44.806,32;3,79423E+12;47.124,71;4,87372E+12;47.943,11;5,55431E+12;46.307,36;1,07451E+12;43.584,21;4,36536E+11;46.674,89;3,91387E+12;;
23-07-19;44.877,62;3,77088E+12;47.191,20;4,8584E+12;48.016,30;5,5284E+12;46.364,01;1,06875E+12;43.650,37;4,35699E+11;46.754,89;3,90961E+12;;
24-07-19;45.049,25;3,77617E+12;47.370,42;4,86442E+12;48.199,44;5,53489E+12;46.539,28;1,06948E+12;43.825,45;4,36429E+11;46.930,39;3,91725E+12;;
25-07-19;45.138,35;3,7748E+12;47.459,19;4,86617E+12;48.294,63;5,52846E+12;46.632,30;1,06849E+12;43.901,83;4,36707E+11;47.017,21;3,91957E+12;;
26-07-19;45.192,10;3,76801E+12;47.509,49;4,85654E+12;48.342,58;5,51502E+12;46.682,26;1,06578E+12;43.946,93;4,36718E+11;47.069,69;3,91699E+12;;
27-07-19;45.192,10;3,76801E+12;47.509,49;4,85654E+12;48.342,58;5,51502E+12;46.682,26;1,06578E+12;43.946,93;4,36718E+11;47.069,69;3,91699E+12;;
28-07-19;45.192,10;3,76801E+12;47.509,49;4,85654E+12;48.342,58;5,51502E+12;46.682,26;1,06578E+12;43.946,93;4,36718E+11;47.069,69;3,91699E+12;;
29-07-19;45.336,64;3,77383E+12;47.658,68;4,86103E+12;48.488,45;5,51741E+12;46.841,97;1,06798E+12;44.081,55;4,3766E+11;47.214,29;3,92545E+12;;
30-07-19;45.306,40;3,76866E+12;47.633,68;4,8503E+12;48.463,78;5,50842E+12;46.807,13;1,06552E+12;44.058,43;4,37133E+11;47.190,48;3,92051E+12;;
31-07-19;45.318,31;3,74584E+12;47.625,06;4,82944E+12;48.464,67;5,47708E+12;46.817,69;1,06222E+12;44.052,40;4,35719E+11;47.194,38;3,91109E+12;;
01-08-19;45.173,96;3,71947E+12;47.474,11;4,79934E+12;48.316,22;5,45733E+12;46.657,74;1,05879E+12;43.908,31;4,34362E+11;47.047,60;3,88903E+12;;
02-08-19;45.047,82;3,70422E+12;47.340,10;4,78087E+12;48.156,49;5,43236E+12;46.559,76;1,05471E+12;43.773,44;4,32717E+11;46.922,15;3,87515E+12;;
03-08-19;45.047,82;3,70422E+12;47.340,10;4,78087E+12;48.156,49;5,43236E+12;46.559,76;1,05471E+12;43.773,44;4,32717E+11;46.922,15;3,87515E+12;;
04-08-19;45.047,82;3,70422E+12;47.340,10;4,78087E+12;48.156,49;5,43236E+12;46.559,76;1,05471E+12;43.773,44;4,32717E+11;46.922,15;3,87515E+12;;
05-08-19;44.794,67;3,6804E+12;47.043,70;4,74554E+12;47.863,74;5,39381E+12;46.261,16;1,04678E+12;43.518,79;4,29797E+11;46.638,80;3,84991E+12;;
06-08-19;44.340,14;3,63736E+12;46.540,36;4,69145E+12;47.376,58;5,33352E+12;45.711,25;1,03326E+12;43.033,08;4,24859E+11;46.143,62;3,80588E+12;;
07-08-19;44.248,75;3,62469E+12;46.448,46;4,67649E+12;47.295,49;5,31577E+12;45.632,90;1,03009E+12;42.965,52;4,24055E+11;46.033,75;3,7946E+12;;
08-08-19;44.375,37;3,62546E+12;46.569,76;4,68038E+12;47.423,37;5,312E+12;45.749,50;1,03036E+12;43.083,02;4,24828E+11;46.156,55;3,80086E+12;;
09-08-19;44.547,38;3,62121E+12;46.764,55;4,68176E+12;47.625,46;5,3086E+12;45.953,84;1,0312E+12;43.262,47;4,2566E+11;46.346,22;3,80881E+12;;
10-08-19;44.547,38;3,62121E+12;46.764,55;4,68176E+12;47.625,46;5,3086E+12;45.953,84;1,0312E+12;43.262,47;4,2566E+11;46.346,22;3,80881E+12;;
11-08-19;44.547,38;3,62121E+12;46.764,55;4,68176E+12;47.625,46;5,3086E+12;45.953,84;1,0312E+12;43.262,47;4,2566E+11;46.346,22;3,80881E+12;;
12-08-19;44.547,68;3,61144E+12;46.742,34;4,67313E+12;47.610,49;5,28863E+12;45.932,49;1,02942E+12;43.248,91;4,25552E+11;46.340,43;3,80388E+12;;
13-08-19;44.247,17;3,57738E+12;46.446,71;4,63401E+12;47.278,75;5,23325E+12;45.605,04;1,01942E+12;42.959,37;4,22851E+11;46.043,25;3,77581E+12;;
14-08-19;43.949,90;3,55224E+12;46.126,93;4,59555E+12;46.957,58;5,19026E+12;45.316,13;1,0136E+12;42.686,93;4,20301E+11;45.717,18;3,75045E+12;;
15-08-19;43.949,90;3,55224E+12;46.126,93;4,59555E+12;46.957,58;5,19026E+12;45.316,13;1,0136E+12;42.686,93;4,20301E+11;45.717,18;3,75045E+12;;
16-08-19;43.515,51;3,51033E+12;45.665,60;4,52955E+12;46.488,37;5,13355E+12;44.830,84;1,00167E+12;42.242,08;4,1452E+11;45.248,52;3,70303E+12;;
17-08-19;43.515,51;3,51033E+12;45.665,60;4,52955E+12;46.488,37;5,13355E+12;44.830,84;1,00167E+12;42.242,08;4,1452E+11;45.248,52;3,70303E+12;;
18-08-19;43.515,51;3,51033E+12;45.665,60;4,52955E+12;46.488,37;5,13355E+12;44.830,84;1,00167E+12;42.242,08;4,1452E+11;45.248,52;3,70303E+12;;
19-08-19;43.806,99;3,52456E+12;45.951,65;4,54872E+12;46.790,53;5,15516E+12;45.114,33;1,00583E+12;42.506,85;4,16515E+11;45.529,13;3,72019E+12;;
20-08-19;44.111,24;3,5442E+12;46.266,07;4,57286E+12;47.092,36;5,18447E+12;45.450,61;1,01287E+12;42.795,39;4,18896E+11;45.864,96;3,74485E+12;;
21-08-19;44.014,80;3,52345E+12;46.171,07;4,55377E+12;47.005,88;5,15837E+12;45.339,84;1,00825E+12;42.707,28;4,17688E+11;45.770,97;3,73543E+12;;
22-08-19;44.152,65;3,52492E+12;46.303,33;4,55307E+12;47.148,58;5,15983E+12;45.483,14;1,00921E+12;42.844,71;4,18411E+11;45.922,87;3,74341E+12;;
23-08-19;44.138,09;3,51569E+12;46.289,47;4,53988E+12;47.136,16;5,14584E+12;45.468,38;1,00697E+12;42.819,82;4,18027E+11;45.906,38;3,7358E+12;;
24-08-19;44.138,09;3,51569E+12;46.289,47;4,53988E+12;47.136,16;5,14584E+12;45.468,38;1,00697E+12;42.819,82;4,18027E+11;45.906,38;3,7358E+12;;
25-08-19;44.138,09;3,51569E+12;46.289,47;4,53988E+12;47.136,16;5,14584E+12;45.468,38;1,00697E+12;42.819,82;4,18027E+11;45.906,38;3,7358E+12;;
26-08-19;43.819,86;3,48376E+12;45.989,31;4,50268E+12;46.825,63;5,10618E+12;45.139,60;9,98787E+11;42.531,95;4,14854E+11;45.604,60;3,70795E+12;;
27-08-19;43.813,31;3,47891E+12;45.951,24;4,49443E+12;46.803,69;5,09746E+12;45.098,04;9,96437E+11;42.496,45;4,14284E+11;45.572,50;3,69909E+12;;
28-08-19;43.905,71;3,48104E+12;46.057,78;4,4999E+12;46.886,36;5,10232E+12;45.181,14;9,97796E+11;42.577,00;4,14935E+11;45.662,18;3,70457E+12;;
29-08-19;44.034,56;3,48714E+12;46.180,37;4,50472E+12;47.016,75;5,10975E+12;45.308,89;9,99075E+11;42.699,79;4,15928E+11;45.788,22;3,71249E+12;;
30-08-19;44.224,23;3,4847E+12;46.372,38;4,50274E+12;47.213,85;5,10486E+12;45.548,30;1,00124E+12;42.893,69;4,15997E+11;45.991,88;3,71608E+12;;
31-08-19;44.224,23;3,4847E+12;46.372,38;4,50274E+12;47.213,85;5,10486E+12;45.548,30;1,00124E+12;42.893,69;4,15997E+11;45.991,88;3,71608E+12;;
01-09-19;44.224,23;3,4847E+12;46.372,38;4,50274E+12;47.213,85;5,10486E+12;45.548,30;1,00124E+12;42.893,69;4,15997E+11;45.991,88;3,71608E+12;;
02-09-19;44.512,30;3,49317E+12;46.663,31;4,51819E+12;47.513,18;5,1252E+12;45.834,12;1,00603E+12;43.167,99;4,17709E+11;46.287,69;3,72885E+12;;
03-09-19;44.640,94;3,49584E+12;46.796,44;4,52427E+12;47.641,25;5,12692E+12;45.964,16;1,00748E+12;43.289,84;4,18447E+11;46.419,77;3,73562E+12;;
04-09-19;44.486,94;3,48047E+12;46.634,61;4,49803E+12;47.490,23;5,1056E+12;45.794,76;1,00276E+12;43.131,83;4,16913E+11;46.268,67;3,72008E+12;;
05-09-19;44.829,81;3,527E+12;46.973,05;4,5291E+12;47.855,43;5,15271E+12;46.159,67;1,01154E+12;43.476,68;4,2026E+11;46.629,61;3,74903E+12;;
06-09-19;44.982,59;3,53651E+12;47.127,20;4,53915E+12;48.015,65;5,16233E+12;46.320,02;1,01435E+12;43.624,74;4,21309E+11;46.786,59;3,75887E+12;;
07-09-19;44.982,59;3,53651E+12;47.127,20;4,53915E+12;48.015,65;5,16233E+12;46.320,02;1,01435E+12;43.624,74;4,21309E+11;46.786,59;3,75887E+12;;
08-09-19;44.982,59;3,53651E+12;47.127,20;4,53915E+12;48.015,65;5,16233E+12;46.320,02;1,01435E+12;43.624,74;4,21309E+11;46.786,59;3,75887E+12;;
09-09-19;44.878,07;3,52472E+12;47.018,70;4,52255E+12;47.913,31;5,14325E+12;46.216,00;1,01124E+12;43.527,30;4,20189E+11;46.683,15;3,74728E+12;;
10-09-19;45.061,56;3,53743E+12;47.205,70;4,53537E+12;48.096,65;5,16315E+12;46.395,63;1,015E+12;43.701,06;4,21876E+11;46.863,38;3,76074E+12;;
11-09-19;45.100,81;3,54886E+12;47.229,11;4,53958E+12;48.121,63;5,16921E+12;46.447,93;1,01747E+12;43.739,01;4,22561E+11;46.900,85;3,76453E+12;;
12-09-19;45.347,40;3,57418E+12;47.498,63;4,56867E+12;48.387,73;5,2019E+12;46.747,50;1,02588E+12;43.990,08;4,25368E+11;47.180,26;3,78848E+12;;
13-09-19;45.457,78;3,58608E+12;47.612,96;4,57855E+12;48.504,52;5,21685E+12;46.868,98;1,02902E+12;44.104,49;4,26966E+11;47.289,61;3,80023E+12;;
14-09-19;45.457,78;3,58608E+12;47.612,96;4,57855E+12;48.504,52;5,21685E+12;46.868,98;1,02902E+12;44.104,49;4,26966E+11;47.289,61;3,80023E+12;;
15-09-19;45.457,78;3,58608E+12;47.612,96;4,57855E+12;48.504,52;5,21685E+12;46.868,98;1,02902E+12;44.104,49;4,26966E+11;47.289,61;3,80023E+12;;
16-09-19;45.374,91;3,55254E+12;47.524,69;4,54399E+12;48.399,88;5,18431E+12;46.775,60;1,0237E+12;44.024,64;4,26411E+11;47.215,69;3,77681E+12;;
17-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
18-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
19-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
20-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
21-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
22-09-19;45.400,34;3,55425E+12;47.543,31;4,54292E+12;48.417,12;5,1903E+12;46.800,24;1,02445E+12;44.043,40;4,27061E+11;47.232,60;3,77891E+12;;
23-09-19;45.707,99;3,58076E+12;47.879,17;4,57322E+12;48.756,19;5,22709E+12;47.114,77;1,03154E+12;44.343,17;4,2979E+11;47.570,55;3,80574E+12;;
24-09-19;45.942,11;3,59117E+12;48.112,06;4,59352E+12;48.993,07;5,24997E+12;47.320,59;1,036E+12;44.552,55;4,31834E+11;47.810,30;3,8242E+12;;
25-09-19;45.806,98;3,58053E+12;47.977,10;4,57724E+12;48.860,71;5,23213E+12;47.162,80;1,03086E+12;44.426,91;4,30336E+11;47.694,07;3,81356E+12;;
26-09-19;45.808,17;3,57874E+12;47.974,14;4,57552E+12;48.859,93;5,22816E+12;47.171,62;1,03065E+12;44.430,80;4,30358E+11;47.687,51;3,81262E+12;;
27-09-19;45.920,20;3,58673E+12;48.095,44;4,58728E+12;48.981,29;5,24445E+12;47.284,00;1,0335E+12;44.538,62;4,31296E+11;47.810,25;3,8258E+12;;
28-09-19;45.920,20;3,58673E+12;48.095,44;4,58728E+12;48.981,29;5,24445E+12;47.284,00;1,0335E+12;44.538,62;4,31296E+11;47.810,25;3,8258E+12;;
29-09-19;45.920,20;3,58673E+12;48.095,44;4,58728E+12;48.981,29;5,24445E+12;47.284,00;1,0335E+12;44.538,62;4,31296E+11;47.810,25;3,8258E+12;;
30-09-19;46.117,95;3,58321E+12;48.276,26;4,59385E+12;49.162,39;5,25178E+12;47.489,98;1,03628E+12;44.720,05;4,32005E+11;47.998,81;3,83293E+12;;
01-10-19;46.102,88;3,56328E+12;48.258,46;4,57517E+12;49.150,28;5,24414E+12;47.468,33;1,03329E+12;44.699,55;4,32896E+11;47.976,16;3,81684E+12;48.000,00;0
02-10-19;45.963,45;3,54893E+12;48.116,34;4,55816E+12;49.001,37;5,22812E+12;47.295,98;1,02895E+12;44.567,67;4,31587E+11;47.833,86;3,80425E+12;48.000,00;0
03-10-19;45.544,67;3,51451E+12;47.673,16;4,5145E+12;48.571,08;5,1789E+12;46.853,04;1,01925E+12;44.167,37;4,27562E+11;47.402,90;3,76737E+12;48.000,00;0
04-10-19;45.257,89;3,49161E+12;47.371,29;4,4852E+12;48.270,49;5,14639E+12;46.565,84;1,01264E+12;43.896,88;4,24894E+11;47.104,79;3,74169E+12;48.000,00;0
05-10-19;45.257,89;3,49161E+12;47.371,29;4,4852E+12;48.270,49;5,14639E+12;46.565,84;1,01264E+12;43.896,88;4,24894E+11;47.104,79;3,74169E+12;48.000,00;0
06-10-19;45.257,89;3,49161E+12;47.371,29;4,4852E+12;48.270,49;5,14639E+12;46.565,84;1,01264E+12;43.896,88;4,24894E+11;47.104,79;3,74169E+12;48.000,00;0
07-10-19;45.317,82;3,49634E+12;47.432,32;4,49013E+12;48.329,86;5,14947E+12;46.617,09;1,01357E+12;43.946,40;4,25305E+11;47.162,73;3,74594E+12;48.000,00;0
08-10-19;45.329,42;3,50022E+12;47.468,98;4,49012E+12;48.346,92;5,14559E+12;46.633,33;1,013E+12;43.965,87;4,25246E+11;47.181,00;3,7465E+12;48.000,00;0
09-10-19;45.407,63;3,50841E+12;47.530,87;4,49266E+12;48.432,45;5,15233E+12;46.678,24;1,01468E+12;44.026,38;4,26027E+11;47.247,87;3,75144E+12;48.000,00;0
10-10-19;45.624,08;3,52322E+12;47.749,61;4,5121E+12;48.646,12;5,17434E+12;46.914,95;1,01975E+12;44.233,07;4,28086E+11;47.477,63;3,7689E+12;48.000,00;0
11-10-19;45.585,24;3,51881E+12;47.715,63;4,51038E+12;48.614,15;5,16504E+12;46.859,55;1,01918E+12;44.196,53;4,2773E+11;47.448,76;3,76902E+12;48.016,37;1041475
12-10-19;45.585,24;3,51881E+12;47.715,63;4,51038E+12;48.614,15;5,16504E+12;46.859,55;1,01918E+12;44.196,53;4,2773E+11;47.448,76;3,76902E+12;48.016,37;1041475
13-10-19;45.585,24;3,51881E+12;47.715,63;4,51038E+12;48.614,15;5,16504E+12;46.859,55;1,01918E+12;44.196,53;4,2773E+11;47.448,76;3,76902E+12;48.016,37;1041475
14-10-19;45.772,59;3,53885E+12;47.906,54;4,53159E+12;48.803,31;5,18594E+12;47.075,84;1,02606E+12;44.377,07;4,29925E+11;47.644,85;3,78622E+12;48.008,16;1041297
15-10-19;45.782,36;3,54331E+12;47.905,20;4,52416E+12;48.845,85;5,19552E+12;47.089,67;1,02472E+12;44.382,50;4,30594E+11;47.646,00;3,78488E+12;48.715,26;1056634
16-10-19;46.112,23;3,57086E+12;48.259,35;4,55778E+12;49.195,65;5,23743E+12;47.426,87;1,03277E+12;44.707,63;4,34149E+11;48.001,32;3,8138E+12;49.166,99;1066432
17-10-19;46.349,35;3,62504E+12;48.507,31;4,59114E+12;49.433,65;5,2836E+12;47.685,72;1,04121E+12;44.939,27;4,36878E+11;48.250,62;3,83829E+12;49.565,61;1075078
18-10-19;46.260,45;3,63709E+12;48.424,44;4,58882E+12;49.311,82;5,28451E+12;47.613,32;1,04182E+12;44.861,73;4,35926E+11;48.161,46;3,83286E+12;49.436,75;1072283
19-10-19;46.260,45;3,63709E+12;48.424,44;4,58882E+12;49.311,82;5,28451E+12;47.613,32;1,04182E+12;44.861,73;4,35926E+11;48.161,46;3,83286E+12;49.436,75;1072283
20-10-19;46.260,45;3,63709E+12;48.424,44;4,58882E+12;49.311,82;5,28451E+12;47.613,32;1,04182E+12;44.861,73;4,35926E+11;48.161,46;3,83286E+12;49.436,75;1072283
21-10-19;46.078,65;3,62946E+12;48.236,07;4,57149E+12;49.200,56;5,27628E+12;47.425,82;1,03794E+12;44.686,50;4,34312E+11;47.975,11;3,81724E+12;49.563,82;382509308
22-10-19;46.418,35;3,75865E+12;48.593,52;4,70123E+12;49.538,13;5,53702E+12;47.822,13;1,09348E+12;45.021,51;4,43426E+11;48.349,96;3,88196E+12;49.892,97;385049520
23-10-19;46.555,81;3,85786E+12;48.748,46;4,7951E+12;49.684,71;5,74322E+12;47.990,95;1,13957E+12;45.162,03;4,50024E+11;48.513,14;3,92481E+12;49.968,46;385632070
24-10-19;46.484,78;3,87799E+12;48.662,48;4,80673E+12;49.655,88;5,78123E+12;47.909,09;1,14892E+12;45.093,44;4,51211E+11;48.440,26;3,93292E+12;49.937,27;385391414
